location,text,hashtags
"Virginia, USA","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"lagos, Nigeria","""I'm in the intensive care unit. I can't breathe without this.""

A woman suffering from #coronavirus symptoms has made a video urging people to ""not to take chances"" from her hospital bed.

Latest on #COVID19: https://t.co/xX6569w4M9 https://t.co/K9PeNYBr9R","[{'text': 'coronavirus', 'indices': [101, 113]}]"
"Lagos, Nigeria","Really i dont think people should go to work today... Let them work from home...
If you lose your life cuz of your job, someone healthy will always replace you #COVID19 #StayHome","[{'text': 'COVID19', 'indices': [160, 168]}, {'text': 'StayHome', 'indices': [169, 178]}]"
The level that I am will never let  me see d devil u r,"And here is one more tip on how you can help us protect #healthworkers from #COVID19 - only wear a mask if you are sick or if you are caring for someone who is sick. Watch this great explanation by Dr @mvankerkhove, @WHO #coronavirus expert. https://t.co/MS7VZT07Qp","[{'text': 'healthworkers', 'indices': [70, 84]}, {'text': 'COVID19', 'indices': [90, 98]}]"
"Cibinong, Indonesia","Airbus set to partially resume production in France and Spain, supports global efforts against #COVID19 pandemic https://t.co/IJ4FLgVGGT","[{'text': 'COVID19', 'indices': [112, 120]}]"
"Paisley, Scotland","Someone wrote today that churches followed Gov guidelines on closures .. but in a fast moving week my memory is that churches and mosques were actually ahead of Govs in UK.
Someone confirm ?? 
#COVID19",[]
"Hackettstown, NJ","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
Pakistan,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,There is a reason why India is the most racist country on earth! #COVIDー19 #COVID19 https://t.co/SVm2W9NPDC,"[{'text': 'COVIDー19', 'indices': [79, 88]}, {'text': 'COVID19', 'indices': [89, 97]}]"
Liverpool,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]"
,"After 4 #COVID19 intubations in the last 2 days w/severe #ARDS &amp; ED dwell times ⬆️’ing for ICU pts, let’s talk vent mgmt for these patients beyond the basics.

Tonight, I learned about the importance of paralysis. How about you? #MedTwitter

CXR at baseline, 4 hours, and 7 hours. https://t.co/BYJW3buucM","[{'text': 'COVID19', 'indices': [24, 32]}, {'text': 'ARDS', 'indices': [73, 78]}]"
central AZ ,"South Korean company Sugentech is going into mass production of an immunoassay for #coronavirus #COVID19 that can determine whether you have ever been exposed to the virus. Takes 10 minutes.
https://t.co/ytX9VrAER7 https://t.co/7xCsRNDsue","[{'text': 'coronavirus', 'indices': [103, 115]}, {'text': 'COVID19', 'indices': [116, 124]}]"
"Carryduff, Northern Ireland","Here's a video from us, the respiratory team @BelfastTrust, please RT this really important message. #StayAtHome #COVID19 https://t.co/xTDb7mvbSy","[{'text': 'StayAtHome', 'indices': [121, 132]}]"
"The Greatest On Earth, USA",We are in the center of a crisis and Idaho families and small businesses need relief NOW. Deeply disappointed my Democrat colleagues chose politics over the urgent needs of the American people. #COVID19,[]
london,"@AbeShinzo Please do the right thing by the Japanese people &amp; residents of Japan. Japan an amazing culture, please keep your people alive. Do more Covid19 testing. Protect your workforce. Your economy can recover if you keep people alive. Do the right thing #covid19 #coronavirus","[{'text': 'covid19', 'indices': [262, 270]}, {'text': 'coronavirus', 'indices': [271, 283]}]"
"Fairfax, Virginia, USA","We're working w/ 3 hospitals around the US to 3D print swabs for #COVID19 testing. ~300 can be printed per build w/ the same material as Surgical Guide Resin. This is undergoing clinical evaluation. Between Formlabs + our volunteer network, we have 1,000 printers ready to help. https://t.co/9wH6oN4CR3","[{'text': 'COVID19', 'indices': [79, 87]}]"
"Hyderabad, INDIA","Deep gratitude to millions of frontline warriors working relentlessly to contain #COVID19. I clap for all the doctors, nurses, health and sanitation workers, transport personnel, policemen, media persons &amp; people providing basic necessities as partners to knockdown the pandemic. https://t.co/zqwn1hS7HJ","[{'text': 'COVID19', 'indices': [100, 108]}]"
,"ADL’s recent report, “Coronavirus Crisis Elevates Antisemitic, Racist Tropes” uncovered extremists online encouragement to use #Covid19 as a means to kill Jews (and other minorities.)

This gives new meaning to weaponizing hate. 

https://t.co/lfhjZzJR6u https://t.co/XUhyO53R9P","[{'text': 'Covid19', 'indices': [127, 135]}]"
,"Hey how about we mandate a #GlobalQuarantine and thennn, how about we do a 7.5billion person town hall meeting via... idk... the internet? #COVIDActNow #COVID19 #Changetheworld #lockdown #StayHome #MentalHealth #Freedom #DigitalDemocracy #BeHereNow #GlobalRevolution","[{'text': 'GlobalQuarantine', 'indices': [27, 44]}, {'text': 'COVIDActNow', 'indices': [139, 151]}, {'text': 'COVID19', 'indices': [152, 160]}, {'text': 'Changetheworld', 'indices': [161, 176]}, {'text': 'lockdown', 'indices': [177, 186]}, {'text': 'StayHome', 'indices': [187, 196]}, {'text': 'MentalHealth', 'indices': [197, 210]}, {'text': 'Freedom', 'indices': [211, 219]}, {'text': 'DigitalDemocracy', 'indices': [220, 237]}, {'text': 'BeHereNow', 'indices': [238, 248]}, {'text': 'GlobalRevolution', 'indices': [249, 266]}]"
"Auckland City, New Zealand","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"Wexford, Ireland","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"Today @realdonaldtrump said he thinks we'll never need a national lockdown to combat the spread of #COVID19. As an ER doc on the front lines against this virus, I think he's totally wrong &amp; that we should impose a national ""shelter in place"" right now. This is important.  (1/10)","[{'text': 'COVID19', 'indices': [118, 126]}]"
,"God! This is what is happening to Asian Americans, after Trump calling #coronavirus Chinese virus. What a racism harassment! 

#COVID19 will test our capacities to be kind and generous, and to see beyond ourselves and our own interests. May we all proceed with wisdom and grace. https://t.co/H86d68wAN8","[{'text': 'coronavirus', 'indices': [71, 83]}, {'text': 'COVID19', 'indices': [127, 135]}]"
,"I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
,"New Rule: If you ignored the pleas from the medical industry to follow their advice, to the letter, all the time... YOU DON'T GET MEDICAL CARE AT ALL. Go home and die in your bed. You aren't worth their lives, nor the lives of others you have already infected. FUCK OFF.

#covid19","[{'text': 'covid19', 'indices': [272, 280]}]"
,@gtconway3d No social distancing on the crowded dais...#covidiot #NotMyPresident #stopthecircus #StayAtHome #COVID19,"[{'text': 'covidiot', 'indices': [55, 64]}, {'text': 'NotMyPresident', 'indices': [65, 80]}, {'text': 'stopthecircus', 'indices': [81, 95]}, {'text': 'StayAtHome', 'indices': [96, 107]}, {'text': 'COVID19', 'indices': [108, 116]}]"
,"WE SUPPORT THE #NHS !! 
 
Late night treat for our #NHS-HEROES

Our @Khalsa_Aid team dropped delicious hot pizzas  for A&amp;E staff at  #NorthwickHospital in Harrow ! Thx for the hefty discount @Mrsinghs🙏🏻

 #NHSThankYou #COVID19 #coronavirus @BorisJohnson @GMB @piersmorgan @NHSuk https://t.co/47AqcEoRj7","[{'text': 'NHS', 'indices': [31, 35]}, {'text': 'NHS', 'indices': [67, 71]}]"
"Washington, DC",Coronavirus rescue package doesn’t pass procedural vote - talks continue. #COVID19 #coronavirus https://t.co/lvPD64h5gi,"[{'text': 'COVID19', 'indices': [74, 82]}, {'text': 'coronavirus', 'indices': [83, 95]}]"
"Portland, Oregon","Thank you @SenJeffMerkley @RonWyden @SenSchumer 

Now let’s get a bill that helps people, not corporations and special interests. #COVID19 https://t.co/D9wJ7hK0U6","[{'text': 'COVID19', 'indices': [130, 138]}]"
New Jersey,"yup. it’s serological testing.

as i understand it, for #COVID19 they need to look at 3 different antibodies to see if you were already infected.

fwiw: the most common serological testing is for ALLERGIES. https://t.co/gYEnYCSjZR","[{'text': 'COVID19', 'indices': [70, 78]}]"
"Minnesota, USA",Apparently DOCTOR Rand Paul didn’t quite get the (obvious) message that everyone must self-quarantine while awaiting results of a #COVID19 test. Completely defeats the point of testing if that’s not done. https://t.co/KdCz8MU3b8,[]
첸 잭슨 도영 현빈 세운 영민 해찬 제노 윤지성 이한결,"Taiwan health officials said they alerted the WHO at the end of December about the risk of human-to-human transmission of the new virus but said its concerns were not passed on to other countries. #COVID19 
https://t.co/3UjWUlDNhW",[]
"East Patchogue, NY","“It is absolutely critical that Americans continue to follow the federal government’s guidelines about social distancing, nonessential travel, and handwashing. Defeating this unseen enemy (#COVID19) requires the help and commitment of every single American.” @realDonaldTrump",[]
,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[]
"Toronto, Ontario","South Korean company Sugentech is going into mass production of an immunoassay for #coronavirus #COVID19 that can determine whether you have ever been exposed to the virus. Takes 10 minutes.
https://t.co/ytX9VrAER7 https://t.co/7xCsRNDsue","[{'text': 'coronavirus', 'indices': [103, 115]}, {'text': 'COVID19', 'indices': [116, 124]}]"
" Port harcourt, Nigeria","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Ohio, USA","Rand Paul single handedly delayed and then opposed the $1 trillion economic relief package that would provide us with strengthened unemployment insurance, increased federal Medicaid funding, free #COVID19 testing and so on.....
#Karma #OneVoice1",[]
"Cape Town, South Africa","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
