location,text,hashtags
Day Drinking ,"COVID-19 UPDATE: There are now 57 cases confirmed within Bexar County. 

16 are travel related, 53 percent are males and 15 are in the 40-49 age range. 

Those 20-29 make up 21 percent of current cases. 

https://t.co/xDbbkfqnjM https://t.co/p3Exc37CMR",[]
cochin saskatchewan,"BREAKING

Listening to Donald Trump's medical advice about #coronavirus causes death.

https://t.co/pM0Helv7sM","[{'text': 'coronavirus', 'indices': [75, 87]}]"
Brussels,"Sitting in silence with and by myself made me reflect on how much I did take life itself for granted while always looking for more tomorrow and not being present today. Coffee with a friend, hugging my beloved ones, cycling to school etc. It's all in the small things.. #COVID19","[{'text': 'COVID19', 'indices': [270, 278]}]"
,"After days of loading supplies, @USNavy hospital ship #USNSMercy departs @NavBaseSD today to help with the #COVID19 response efforts in Los Angeles. Mercy’s medical professionals will treat non-COVID-19 patients to allow shore-based hospitals to focus on #coronavirus patients. https://t.co/C4giH1n0yv","[{'text': 'USNSMercy', 'indices': [73, 83]}, {'text': 'COVID19', 'indices': [126, 134]}]"
"British Columbia, Canada","95/ #COVIDー19
""Dozens of free lending libraries have websites &amp; apps that offer everything from contemporary Indie fiction to Elizabethan classics without charging you a penny.""

#COVID19 #QuarantineAndChill
#StayHome #DAT #Lockdown #CoronavirusOutbreak
https://t.co/6DKpjzLDMu","[{'text': 'COVIDー19', 'indices': [16, 25]}]"
"Atlanta, GA",NOTHING should be tagged onto the #COVIDー19 stimulus bill. Just for once can politicians think of the good of the people instead of their ridiculous pet projects that have nothing to do with the main bill?!? #coronavirus #PelosiHatesAmericans #PeopleVsPelosi,"[{'text': 'COVIDー19', 'indices': [48, 57]}]"
Los Angeles,"Folks of Los Angeles and beyond:

This will likely be the fate of 
Los Angeles Times as well

Advertising in print (keeps the lights on and computers for WFH) Will slow to a drip, w current plan of home isolation to slow spread of #coronavirus, not complaining, I'm preparing https://t.co/nL0U4POl8P","[{'text': 'coronavirus', 'indices': [231, 243]}]"
Guelph,"Also in today: bike repair shops *are* essential businesses. 

They will be able to remain open and serve everyone who depends on a bike to get where they need to go during the COVID-19 crisis.",[]
"Chattanooga, TN","What’s a PGA caddie to do with no PGA Tour?
Chattanooga’s @KipHenley has cracked the code. 
How hilariously roasting swings on Twitter led to a great idea tonight at 6&amp;11 on @WRCB.
#PGAtour #COVID19 #PGA https://t.co/bkcK12FtCG",[]
LIVE IN AMERICA AND PROUD .,"WHAT ELSE IS IMPACTED?Severe pneumonia of any sort can cause shock and other organ damage. But in a webinar last week, Chinese doctors told members of the American College of Cardiology to watch for some additional problems in severe COVID-19, especially in people with heart dis",[]
Milan,The loss of taste and smell are possible symptoms of Covid-19 https://t.co/scs71VmU8E,[]
"ballarat, vic, aus","Why isn’t the government as creative about #COVID19 updates as they were about election ads...where are the text messages, robo calls &amp; online ads...and the clear simple messaging...COVID19 messages should be clearer than scare campaigns about tax #auspol https://t.co/H82aAw2xjK","[{'text': 'COVID19', 'indices': [57, 65]}]"
Euphoria,Watch @BTS_twt share a message of hope amidst the global #coronavirus pandemic https://t.co/X4qiY6Ildo,"[{'text': 'coronavirus', 'indices': [72, 84]}]"
"Cardiff, Wales","Very telling that the mayor of Bergamo, the European epicentre of #Covid-19, is so worried by the way the UK is handling the epidemic that he's brought his two daughters home from their studies in England #AllOutPolitics #CoronaVirus","[{'text': 'Covid', 'indices': [83, 89]}]"
"Sacramento, CA","FYI, for victims of crime. The California Victim Compensation Board (@CalVCB) remains open (remotely) during the #COVID19 pandemic.

https://t.co/RLYpTqUibc","[{'text': 'COVID19', 'indices': [113, 121]}]"
"Amarillo, TX","Pelosi's #COVID19 bill is 1,119 pages and contains provisions for ""conducting risk-limiting audits of results of elections"" so yeah it's really very focused on the crisis at hand.🤦🏻‍♀️ https://t.co/Q6axBi14lZ","[{'text': 'COVID19', 'indices': [27, 35]}]"
the sports world,"1/n A note on testing- not all labs are reporting yet (or promptly), but the ones that do, report that 90% of tests (which are usually people exposed or w/ symptoms) are #COVID19 negative. That means even among the highest risk people, most don’t have #coronavirus...",[]
,BREAKING: The UK goes into full coronavirus lockdown with the British public banned from leaving home for nonessential reasons https://t.co/U0d5YTlXkE,[]
Uganda,"The @MinofHealthUG would like to inform the public that there are 8 new confirmed cases of COVID-19 in Uganda.
 
All the 8 cases are Ugandan nationals who travelled back from Dubai, UAE.; 2 on the 20/03/2020 &amp; 6 on the 22/03/2020 aboard the Emirates and Ethiopian Airlines flights https://t.co/sxJpcE9zcl",[]
Every Where !,"If the Senate can’t come together in a time of great need, no Senator should receive a paycheck—like millions of Americans. If the urgent COVID-19 relief package fails again, I’m introducing a bill immediately to withhold Senators’ pay until Americans are put before politics.",[]
Ohio,"Wait a second.

180,000 people die every day, but now 7000 deaths in 3 months from COVID-19 and we can't cremate all the dead?",[]
,"I hope the world will realise that health workers, cleaners, drivers, retail workers are far more important to the society rather than film stars, sports stars, celebrities, youtubers, motivational speakers.
#coronavirus #COVIDー19 #CoronavirusOutbreak #COVID","[{'text': 'coronavirus', 'indices': [208, 220]}, {'text': 'COVIDー19', 'indices': [221, 230]}, {'text': 'CoronavirusOutbreak', 'indices': [231, 251]}, {'text': 'COVID', 'indices': [252, 258]}]"
"Portland, OR","Tribes &amp; Urban Indian Health Centers have told me they are running dangerously low on masks and other protective equipment.

Native communities are among the most at risk from COVID-19. They need supplies. The Trump admin. needs to address this dangerous shortage IMMEDIATELY.",[]
,"In McConnell's #coronavirus bill, only about $216B (20%) of the total $1 trillion in spending will go to individual payments.

More than 8M of the poorest Americans will be left out of the program entirely.

Congress must act to #ProtectAllPeople, not just corporate executives.","[{'text': 'coronavirus', 'indices': [33, 45]}]"
Chicagoland,The loss of taste and smell are possible symptoms of Covid-19 https://t.co/scs71VmU8E,[]
"Stone Mountain, GA","JUST NOW: Dekalb County in Georgia has declared a state of emergency. With that:

1.) A moratorium on all evictions
2.) Most businesses are restricted to a maximum capacity of 10 people.

See:

https://t.co/tAXaDx200r",[]
,"Corona Times Table

1 infected person infects 3
3 * 3 = 9
3 * 9 = 27
3 * 27 = 81
3 * 81 = 243
3 * 243 = 729
3 * 729 = 2187
3 * 2178 = 6561
3 * 6561 = 19683
3 * 19683 = 59049

Now do you get it?
Don’t be the 1.

#StayHomeSaveLives
#CoronaVirus
#lockdownUKnow",[]
london,"“From Russia with love” 🇮🇹 🇷🇺 

Watch the Russian military answer #Italy’s call by transporting truckloads of medical equipment to the country worst-hit by #coronavirus in all of Europe.

Meanwhile the EU, NATO and the US are nowhere to be found 🤷🏻‍♀️ https://t.co/PyzMRG0Frn","[{'text': 'Italy', 'indices': [81, 87]}]"
"Bethlehem, PA","Protecting the health and safety of students, families, teachers, and all employees who work in our schools is paramount during this national health crisis - we must continue our efforts to mitigate the spread of #COVID19.

More about this announcement: https://t.co/rFrLs8KjGA https://t.co/4FeLS7MTUh",[]
Thunder Bay - Rainy River,"Today our Medical Officer of Health, @JDeMilleTB, provided an update on the #COVID19 impact on the #TBay District. Here's a link to view it: https://t.co/jaS8Fh3WXE https://t.co/94JTMGvxZx","[{'text': 'COVID19', 'indices': [95, 103]}, {'text': 'TBay', 'indices': [118, 123]}]"
Vienna,"The EU 🇪🇺 is taking resolute action to reinforce public health &amp; mitigate socio-economic impact.

Check this page for accurate info updated 24/7 on #COVID19, with latest news &amp; specific EU action in the areas of health, mobility &amp; economy in 24 languages➡️ https://t.co/oei3qCMpip https://t.co/GSqxurWnXZ",[]
,You know youve hit a new low when you start doing your zoom classes from bed instead of your desk #zoomuniversity #student #studentlife #coronavirus #newlow #bedisbest #bed,"[{'text': 'zoomuniversity', 'indices': [98, 113]}, {'text': 'student', 'indices': [114, 122]}, {'text': 'studentlife', 'indices': [123, 135]}, {'text': 'coronavirus', 'indices': [136, 148]}, {'text': 'newlow', 'indices': [149, 156]}, {'text': 'bedisbest', 'indices': [157, 167]}, {'text': 'bed', 'indices': [168, 172]}]"
"Sammamish, WA","A reminder on today's 10 year anniversary of the Affordable Care Act: Trump wants to ""terminate it"" in the midst of the #Coronavirus crisis. 

We, on the other hand, will not stop fighting to #ProtectOurCare and put #FamiliesFirst. https://t.co/Ikr8vmozqD",[]
Alice Springs,"Across the global South, the World Bank and IMF have forcibly redirected spending from healthcare to debt service. Health systems have been shredded. As COVID-19 hits, the consequences will be deadly.

There is only one meaningful response: cancel global South debts. Fast.",[]
,"We are praying for Everyone across the Nations especially the Leaders of nations already affected by #CoronaVirus. 

There is safety ONLY in God! 
God please save our Nations! 
Psalm 91:1-2; Psalm 27:1-5
-RCCG Warsaw, Poland. https://t.co/ghBQVbF3qA","[{'text': 'CoronaVirus', 'indices': [122, 134]}]"
,Quarantine diaries #4 #covid_19 #quarantine #staysafe #becreative #leemorgan https://t.co/My5eEz3uB6,"[{'text': 'covid_19', 'indices': [35, 44]}, {'text': 'quarantine', 'indices': [45, 56]}, {'text': 'staysafe', 'indices': [57, 66]}, {'text': 'becreative', 'indices': [67, 78]}, {'text': 'leemorgan', 'indices': [79, 89]}]"
Not Here,BREAKING: San Antonio mayor expected to announce shelter at home order at 6 p.m. press conference https://t.co/Lm8Xm9ioUt,[]
,"Cardi B says that the celebrities coming out claiming to have #coronavirus, sound like paid “flat tummy tea” promoters. 😂😂🙌

Couldn’t agree more @iamcardib! 
Tom Hanks, specifically, sounds like a commercial to me. Not exactly a dire circumstance if they’re on Instagram!","[{'text': 'coronavirus', 'indices': [80, 92]}]"
"Dublin City, Ireland",Stuck in the covidaggedon with nothing to read? Let me change that for you! https://t.co/fSrCO9gCG0 via @mrszoomby #Covid_19 #AmReading #Quarantine,"[{'text': 'Covid_19', 'indices': [130, 139]}]"
"Abuja, Nigeria","For the purpose of putting the records straight and dispelling false narratives about the itinerary of a son of H.E @atiku currently undergoing treatment for Corona Virus (COVID-19) infection, I wish to make the following clarifications:",[]
"Holon, Israel",Saturday Night in Times Square in New York City. #coronavirus https://t.co/9hCbxxCnfJ,"[{'text': 'coronavirus', 'indices': [67, 79]}]"
The Death Star,"Billionaire/COVID-19 tracker updates:
-Detroit's biggest landlord Dan Gilbert waives 2-3 months of rent for small businesses
-Walmart, owned by the Walton family, raises pay by $2/hr
-Francois Pinault of Kering promises 3m masks for France
Full list here: https://t.co/XSET71vvFp https://t.co/Znscqt9qlO",[]
BTS Universe,"« 📽 INFO »

This is the opening video with which cadets from the Korean Armed Forces Nursing Academy asked BTS to share a message about COVID-19! 

""@BTS_twt, Be the first to send this message!""

#iHeartAwards #BestFanArmy #BTSARMY
https://t.co/X9NMwtTsGH",[]
Cyberjaya,"There are still people who aren’t taking this #coronavirus outbreak seriously. Remember, it’s not just about you. Spare a thought for family &amp; loved ones, especially the elderly. You may be young &amp; healthy but there are those whose immune system is compromised. Don’t be selfish!","[{'text': 'coronavirus', 'indices': [61, 73]}]"
Melbourne,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]"
"South West, England","PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
,"Firefighters are urging employers to carry out some important checks in light of the impact of Covid-19

In unoccupied buildings make sure:
▶️ Smoke alarms are in working order
▶️Electrical appliances are switched off
▶️Fire doors are closed
▶️ Waste is disposed of https://t.co/72oWNYoUWv",[]
Ireland,Asking people to stay at home and other physical distancing measures are an important way of slowing down the spread of the #coronavirus and buying time – but they are defensive measures. To win the #coronavirus we have to attack as well.,[]
"Parma, OH","#coronavirus tactics to protect the most important people in our lives for the foreseeable future

Learn from others.....
 https://t.co/bbOc79w6zg","[{'text': 'coronavirus', 'indices': [0, 12]}]"
